NAMA_PROV,NAMA_KAB,NAMA_KEC_X,NAMA_DESA_X,R601IK2,R601IK3,R601IK4,R601IK5,R601IK6,R601IK7,R601IK8,ID_UNIK_PODES,TARGET,KEY_JOIN,NAMA_DESA_Y,KABUPATEN,NAMA_KEC_Y,RAIN_MAX_2024_MM,RAIN_MEAN_2024_MM,RAIN_MEDIAN_2024_MM,UNNAMED:_6,UNNAMED:_7,ID_UNIK_SAT,LST_MAX_2024_C,LST_MEAN_2024_C,LST_MEDIAN_2024_C,NDVI_MAX_2024,NDVI_MEAN_2024,NDVI_MEDIAN_2024
RIAU,BENGKALIS,PINGGIR,SEMUNAI,2,0,0,,0,0,,SEMUNAI PINGGIR,0,SEMUNAI PINGGIR,Semunai,Semunai,Pinggir,434.595.069.678.775,7.004.593.038.107.280,47.298.672.434.764.200,,,SEMUNAI PINGGIR,32.649716833288345,28.229419012666,28.11451499594707,0.8805049013780056,0.7538822957367576,0.7965122561469875
RIAU,BENGKALIS,PINGGIR,TENGGANAU,2,0,0,,0,0,,TENGGANAU PINGGIR,0,TENGGANAU PINGGIR,Tengganau,Tengganau,Pinggir,5.060.632.585.883.920,7.233.986.685.999.740,4.906.741.190.520.590,,,TENGGANAU PINGGIR,32.22090342349961,28.128919161601388,28.15722580304315,0.8693875528317834,0.7351147051527068,0.7870170963651733
RIAU,BENGKALIS,PINGGIR,BALAI PUNGUT,2,0,0,,0,0,,BALAI PUNGUT PINGGIR,0,BALAI PUNGUT PINGGIR,Balai Pungut,Balai Pungut,Pinggir,5.221.509.226.437.270,72.206.724.635.485.900,5.053.032.052.928.000,,,BALAI PUNGUT PINGGIR,33.168179201151524,28.84820329827857,28.630654911838818,0.8475347966894567,0.7043639407356415,0.7638520331054337
RIAU,BENGKALIS,PINGGIR,MUARA BASUNG,2,0,0,,0,0,,MUARA BASUNG PINGGIR,0,MUARA BASUNG PINGGIR,Muara Basung,Muara Basung,Pinggir,4.767.769.930.751.310,71.298.652.477.726.500,4.766.188.110.023.860,,,MUARA BASUNG PINGGIR,32.30703398101325,28.09612631278725,28.16783470854408,0.8687876142312128,0.7554748359583848,0.793074194836305
RIAU,BENGKALIS,PINGGIR,TITIAN ANTUI,2,0,0,,0,0,,TITIAN ANTUI PINGGIR,0,TITIAN ANTUI PINGGIR,Titian Antui,Titian Antui,Pinggir,4.059.242.229.301.380,6.892.380.006.506.990,4.531.524.332.297.610,,,TITIAN ANTUI PINGGIR,32.7911200352074,28.825045944277484,28.771473209373976,0.845967334140169,0.697791206283754,0.7547941907800634
RIAU,BENGKALIS,PINGGIR,BALAI RAJA,2,0,0,,0,0,,BALAI RAJA PINGGIR,0,BALAI RAJA PINGGIR,Balai Raja,Balai Raja,Pinggir,4.011.693.130.559.070,7.261.365.554.760.130,527.338.591.301.673,,,BALAI RAJA PINGGIR,33.312837615710734,28.40963630253984,28.3202586728956,0.8543205554113674,0.7282425529513988,0.777342088415953
RIAU,BENGKALIS,PINGGIR,SUNGAI MERANTI,2,0,0,,0,0,,SUNGAI MERANTI PINGGIR,0,SUNGAI MERANTI PINGGIR,Sungai Meranti,Sungai Meranti,Pinggir,469.758.170.535.774,7.549.557.589.205.470,5.458.027.405.461.680,,,SUNGAI MERANTI PINGGIR,33.90227382140553,29.042005550706502,28.820825456466885,0.8820251922738217,0.7296012997786905,0.7992908119532675
RIAU,BENGKALIS,PINGGIR,PANGKALAN LIBUT,2,0,0,,0,0,,PANGKALAN LIBUT PINGGIR,0,PANGKALAN LIBUT PINGGIR,Pangkalan Libut,Pangkalan Libut,Pinggir,43.950.410.452.728.500,7.723.491.655.111.760,5.648.334.989.674.560,,,PANGKALAN LIBUT PINGGIR,35.49947440238544,30.618963366948645,30.17983827765705,0.8389826653863648,0.6727391541657786,0.7418088239753372
RIAU,BENGKALIS,PINGGIR,BULUH APO,2,0,0,,0,0,,BULUH APO PINGGIR,0,BULUH APO PINGGIR,Buluh Apo,Buluh Apo,Pinggir,4.217.605.771.242.910,7.643.815.366.514.430,5.211.585.642.636.470,,,BULUH APO PINGGIR,35.744042056488006,30.66973234936184,30.4034517093186,0.834322833949384,0.6747452659730305,0.7378895636948869
RIAU,BENGKALIS,BATHIN SOLAPAN,BULUH MANIS,2,0,0,,0,0,,BULUH MANIS BATHIN SOLAPAN,0,BULUHMANIS BATHIN SOLAPAN,Buluhmanis,Buluhmanis,Bathin Solapan,4.462.690.791.077.280,7.507.018.345.203.170,5.074.833.778.494.260,,,BULUHMANIS BATHIN SOLAPAN,34.08173277876201,29.86727565585289,29.730713497137312,0.8235298184805773,0.685568213617138,0.7379452591850882
RIAU,BENGKALIS,BATHIN SOLAPAN,TAMBUSAI BATANG DUI,2,0,0,,0,0,,TAMBUSAI BATANG DUI BATHIN SOLAPAN,0,TAMBUSAI BATANG DUI BATHIN SOLAPAN,,,,,,,,,,33.28881991096725,28.61688785280359,28.61737827715359,0.8561840425531914,0.6638484135017733,0.7515316035415642
RIAU,BENGKALIS,BATHIN SOLAPAN,SIMPANG PADANG,2,0,0,,0,0,,SIMPANG PADANG BATHIN SOLAPAN,0,SIMPANG PADANG BATHIN SOLAPAN,,,,,,,,,,33.28881991096725,28.61688785280359,28.61737827715359,0.8561840425531914,0.6638484135017733,0.7515316035415642
RIAU,BENGKALIS,BATHIN SOLAPAN,PEMATANG OBO,2,0,0,,0,0,,PEMATANG OBO BATHIN SOLAPAN,0,PEMATANGOBO BATHIN SOLAPAN,Pematangobo,Pematangobo,Bathin Solapan,4.291.981.678.538.850,7.086.090.660.757.480,4.412.998.235.887.950,,,PEMATANGOBO BATHIN SOLAPAN,33.863158747300254,30.498782002612867,30.5957127429806,0.7507884719222463,0.6017446344727205,0.6451747840172788
RIAU,BENGKALIS,BATHIN SOLAPAN,BALAI MAKAM,2,0,0,,0,0,,BALAI MAKAM BATHIN SOLAPAN,0,BALAI MAKAM BATHIN SOLAPAN,,,,,,,,,,33.28881991096725,28.61688785280359,28.61737827715359,0.8561840425531914,0.6638484135017733,0.7515316035415642
RIAU,BENGKALIS,BATHIN SOLAPAN,AIR KULIM,2,0,0,,0,0,,AIR KULIM BATHIN SOLAPAN,0,AIR KULIM BATHIN SOLAPAN,,,,,,,,,,33.28881991096725,28.61688785280359,28.61737827715359,0.8561840425531914,0.6638484135017733,0.7515316035415642
RIAU,BENGKALIS,BATHIN SOLAPAN,BONCAH MAHANG,2,0,0,,0,0,,BONCAH MAHANG BATHIN SOLAPAN,0,BONCAHMAHANG BATHIN SOLAPAN,Boncahmahang,Boncahmahang,Bathin Solapan,48.287.013.164.182.900,70.588.689.937.072.500,4.290.276.230.597.980,,,BONCAHMAHANG BATHIN SOLAPAN,32.76995110024451,29.00299037496882,28.95302227655532,0.8094796522684053,0.6649927494891513,0.7221735397989676
RIAU,BENGKALIS,BATHIN SOLAPAN,SEBANGAR,2,0,0,,0,0,,SEBANGAR BATHIN SOLAPAN,0,SEBANGAR BATHIN SOLAPAN,Sebangar,Sebangar,Bathin Solapan,4.265.951.602.252.910,7.008.193.872.593.060,4.289.216.189.104.830,,,SEBANGAR BATHIN SOLAPAN,33.2720595106357,29.5587393341261,29.57411963605068,0.8081950079921307,0.6806187216332811,0.7202238104020655
RIAU,BENGKALIS,BATHIN SOLAPAN,PAMESI,2,0,0,,0,0,,PAMESI BATHIN SOLAPAN,0,PAMESI BATHIN SOLAPAN,Pamesi,Pamesi,Bathin Solapan,3.763.529.292.910.480,6.713.833.172.635.840,4.542.055.646.218.320,,,PAMESI BATHIN SOLAPAN,32.049984643362315,28.534835334702176,28.556955344514066,0.87020630834512,0.7397754158503695,0.796755085875934
RIAU,BENGKALIS,BATHIN SOLAPAN,BUMBUNG,2,0,0,,0,0,,BUMBUNG BATHIN SOLAPAN,0,BUMBUNG BATHIN SOLAPAN,Bumbung,Bumbung,Bathin Solapan,3.978.086.248.035.740,6.708.655.849.641.150,4.610.916.736.770.990,,,BUMBUNG BATHIN SOLAPAN,33.60967360606798,29.87959243225661,29.91052912934726,0.8130049402888728,0.6659979510698536,0.7177535443395463
RIAU,BENGKALIS,BATHIN SOLAPAN,KESUMBO AMPAI,2,0,0,,0,0,,KESUMBO AMPAI BATHIN SOLAPAN,0,KESUMBO AMPAI BATHIN SOLAPAN,,,,,,,,,,33.28881991096725,28.61688785280359,28.61737827715359,0.8561840425531914,0.6638484135017733,0.7515316035415642
RIAU,BENGKALIS,BATHIN SOLAPAN,BATHIN SOBANGA,2,0,0,,0,0,,BATHIN SOBANGA BATHIN SOLAPAN,0,BATHINSOBANGA BATHIN SOLAPAN,Bathinsobanga,Bathinsobanga,Bathin Solapan,4.011.629.201.045.260,6.543.688.166.097.190,4.569.413.130.168.130,,,BATHINSOBANGA BATHIN SOLAPAN,32.97125678377609,29.46575041179064,29.327953441873778,0.8561045701228223,0.7022143350347104,0.765558254784347
RIAU,BENGKALIS,TALANG MUANDAU,MELIBUR,2,0,0,,0,0,,MELIBUR TALANG MUANDAU,0,MELIBUR TALANG MUANDAU,Melibur,Melibur,Talang Muandau,460.155.019.948.357,6.997.501.572.103.870,4.443.703.911.806.400,,,MELIBUR TALANG MUANDAU,33.97708944473549,29.310809358841063,29.29899325563123,0.8353374181508645,0.6692579840629055,0.7070689628077526
RIAU,BENGKALIS,TALANG MUANDAU,BERINGIN,2,0,0,,0,0,,BERINGIN TALANG MUANDAU,0,BERINGIN TALANG MUANDAU,Beringin,Beringin,Talang Muandau,5.027.727.104.095.090,7.088.687.445.169.470,4.590.045.532.548.280,,,BERINGIN TALANG MUANDAU,34.20733409994732,29.336816677355227,29.169421206458736,0.8337410617603371,0.6611758966571051,0.7092021081883956
RIAU,BENGKALIS,TALANG MUANDAU,KUALA PENASO,2,0,0,,0,0,,KUALA PENASO TALANG MUANDAU,0,KUALA PENASO TALANG MUANDAU,,,,,,,,,,33.28881991096725,28.61688785280359,28.61737827715359,0.8561840425531914,0.6638484135017733,0.7515316035415642
RIAU,BENGKALIS,TALANG MUANDAU,KOTO PAIT BERINGIN,2,0,0,,0,0,,KOTO PAIT BERINGIN TALANG MUANDAU,0,KOTO PAIT BERINGIN TALANG MUANDAU,,,,,,,,,,33.28881991096725,28.61688785280359,28.61737827715359,0.8561840425531914,0.6638484135017733,0.7515316035415642
RIAU,BENGKALIS,TALANG MUANDAU,TASIK TEBING SERAI,2,0,0,,0,0,,TASIK TEBING SERAI TALANG MUANDAU,0,TASIK TEBING SERAI TALANG MUANDAU,,,,,,,,,,33.28881991096725,28.61688785280359,28.61737827715359,0.8561840425531914,0.6638484135017733,0.7515316035415642
RIAU,BENGKALIS,TALANG MUANDAU,TASIK SERAI TIMUR,2,0,0,,0,0,,TASIK SERAI TIMUR TALANG MUANDAU,0,TASIK SERAI TIMUR TALANG MUANDAU,,,,,,,,,,33.28881991096725,28.61688785280359,28.61737827715359,0.8561840425531914,0.6638484135017733,0.7515316035415642
RIAU,BENGKALIS,TALANG MUANDAU,TASIK SERAI,2,0,0,,0,0,,TASIK SERAI TALANG MUANDAU,0,TASIK SERAI TALANG MUANDAU,,,,,,,,,,33.28881991096725,28.61688785280359,28.61737827715359,0.8561840425531914,0.6638484135017733,0.7515316035415642
RIAU,BENGKALIS,TALANG MUANDAU,TASIK SERAI BARAT,2,0,0,,0,0,,TASIK SERAI BARAT TALANG MUANDAU,0,TASIK SERAI BARAT TALANG MUANDAU,,,,,,,,,,33.28881991096725,28.61688785280359,28.61737827715359,0.8561840425531914,0.6638484135017733,0.7515316035415642
RIAU,BENGKALIS,BUKIT BATU,PANGKALAN JAMBI,2,0,0,,0,0,,PANGKALAN JAMBI BUKIT BATU,0,PANGKALAN JAMBI BUKIT BATU,Pangkalan Jambi,Pangkalan Jambi,Bukit Batu,3.988.528.590.299.640,6.793.476.036.616.730,4.734.272.421.622.760,,,PANGKALAN JAMBI BUKIT BATU,36.07145852324524,29.39550498216704,29.47931631722884,0.8245855472013367,0.6377957839950118,0.7107640350877193
RIAU,BENGKALIS,BUKIT BATU,DOMPAS,1,0,0,,1,0,D,DOMPAS BUKIT BATU,1,DOMPAS BUKIT BATU,Dompas,Dompas,Bukit Batu,3.798.099.117.572.490,67.776.184.536.860.500,4.608.321.181.077.220,,,DOMPAS BUKIT BATU,32.142820152164205,27.991833184149232,28.35010037721375,0.8792578008821673,0.6895904890581385,0.7730381947069939
RIAU,BENGKALIS,BUKIT BATU,SEJANGAT,2,0,0,,0,0,,SEJANGAT BUKIT BATU,0,SEJANGAT BUKIT BATU,Sejangat,Sejangat,Bukit Batu,3.771.463.275.346.590,6.753.898.847.298.540,4.663.192.100.212.220,,,SEJANGAT BUKIT BATU,33.158357384095844,28.19732778345609,28.693635247160003,0.8612459932453184,0.6846158681635545,0.7696386859072772
RIAU,BENGKALIS,BUKIT BATU,SUNGAI PAKNING,1,2,0,D,0,0,,SUNGAI PAKNING BUKIT BATU,1,SUNGAI PAKNING BUKIT BATU,Sungai Pakning,Sungai Pakning,Bukit Batu,4.042.771.582.695.400,68.352.591.643.320.200,4.751.399.670.750.640,,,SUNGAI PAKNING BUKIT BATU,32.77988501026695,28.45993730855306,28.85597946611909,0.84869343942505,0.6653344094277288,0.7518309958932232
RIAU,BENGKALIS,BUKIT BATU,SUNGAI SELARI,2,0,0,,0,0,,SUNGAI SELARI BUKIT BATU,0,SUNGAI SELARI BUKIT BATU,Sungai Selari,Sungai Selari,Bukit Batu,37.447.630.746.024,6.689.308.964.476.290,4.710.651.066.838.470,,,SUNGAI SELARI BUKIT BATU,35.007930434782644,29.19286487844577,29.183486956521765,0.7598020177562551,0.6116095518826543,0.6683125100887815
RIAU,BENGKALIS,BUKIT BATU,BURUK BAKUL,2,0,0,,0,0,,BURUK BAKUL BUKIT BATU,0,BURUK BAKUL BUKIT BATU,Buruk Bakul,Buruk Bakul,Bukit Batu,4.383.633.177.545.330,69.326.145.099.269.000,4.799.201.786.518.090,,,BURUK BAKUL BUKIT BATU,33.50324447482348,28.81332478873749,28.87228867623608,0.8484213839310851,0.6649108366143546,0.7515014638815384
RIAU,BENGKALIS,BUKIT BATU,BUKIT BATU,2,0,0,,0,0,,BUKIT BATU BUKIT BATU,0,BUKIT BATU BUKIT BATU,Bukit Batu,Bukit Batu,Bukit Batu,4.175.059.475.988.710,682.980.158.194.056,4.778.938.823.151.130,,,BUKIT BATU BUKIT BATU,32.94821151698841,28.22564679214048,28.11894720051048,0.8617242496546528,0.6312588162984788,0.6926808034032401
RIAU,BENGKALIS,BUKIT BATU,PAKNING ASAL,2,0,0,,0,0,,PAKNING ASAL BUKIT BATU,0,PAKNING ASAL BUKIT BATU,Pakning Asal,Pakning Asal,Bukit Batu,37.723.338.770.672.500,6.753.550.153.437.660,46.653.129.492.348.700,,,PAKNING ASAL BUKIT BATU,32.58174093264254,28.000337125969125,28.590252158894703,0.8636233690024172,0.6780665966291972,0.7669449085260622
RIAU,BENGKALIS,BUKIT BATU,BATANG DUKU,1,2,0,D,4,0,D,BATANG DUKU BUKIT BATU,1,BATANG DUKU BUKIT BATU,Batang Duku,Batang Duku,Bukit Batu,41.032.348.435.924.800,6.861.733.799.595.980,4.997.274.927.939.130,,,BATANG DUKU BUKIT BATU,35.50147379622241,29.625595117305604,29.574779196594868,0.8327702285035004,0.6730782867429567,0.7377525822216351
RIAU,BENGKALIS,SIAK KECIL,LANGKAT,2,0,0,,0,0,,LANGKAT SIAK KECIL,0,LANGKAT SIAK KECIL,Langkat,Langkat,Siak Kecil,3.518.165.994.068.930,6.636.489.236.165.600,4.752.107.359.114.140,,,LANGKAT SIAK KECIL,35.217600780234086,28.892716293476205,28.819671651495472,0.8260721066319893,0.6508299443093797,0.7189055591677505
RIAU,BENGKALIS,SIAK KECIL,SEPOTONG,2,0,0,,0,0,,SEPOTONG SIAK KECIL,0,SEPOTONG SIAK KECIL,Sepotong,Sepotong,Siak Kecil,4.026.188.935.383.710,6.668.318.583.233.520,4.699.611.234.192.800,,,SEPOTONG SIAK KECIL,37.53705371248027,28.88643739934645,28.72573459715644,0.8414954976303317,0.678352199670307,0.7310145734597157
RIAU,BENGKALIS,SIAK KECIL,SUNGAI SIPUT,2,0,0,,0,0,,SUNGAI SIPUT SIAK KECIL,0,SUNGAI SIPUT SIAK KECIL,Sungai Siput,Sungai Siput,Siak Kecil,38.624.210.065.953.800,6.603.692.119.261.790,4.603.891.928.055.700,,,SUNGAI SIPUT SIAK KECIL,36.97380597014929,28.78404020231404,28.735650319829453,0.8313381229622729,0.6422759121567215,0.6849087680484398
RIAU,BENGKALIS,SIAK KECIL,LUBUK MUDA,2,0,0,,0,0,,LUBUK MUDA SIAK KECIL,0,LUBUK MUDA SIAK KECIL,Lubuk Muda,Lubuk Muda,Siak Kecil,3.909.111.398.216.180,6.717.379.887.898.760,4.669.784.983.968.340,,,LUBUK MUDA SIAK KECIL,34.13169990192877,29.23870617778389,29.398970251716275,0.8414800248911016,0.6742473043658634,0.7371354231487245
RIAU,BENGKALIS,SIAK KECIL,LUBUK GARAM,2,0,0,,0,0,,LUBUK GARAM SIAK KECIL,0,LUBUK GARAM SIAK KECIL,Lubuk Garam,Lubuk Garam,Siak Kecil,39.576.655.858.679.600,6.708.589.194.696.160,45.812.574.459.027.600,,,LUBUK GARAM SIAK KECIL,34.08732206861243,28.603519134086245,28.93543010752691,0.8668320532514081,0.7101277210089271,0.7973166666666667
RIAU,BENGKALIS,SIAK KECIL,LUBUK GAUNG,2,0,0,,0,0,,LUBUK GAUNG SIAK KECIL,0,LUBUK GAUNG SIAK KECIL,Lubuk Gaung,Lubuk Gaung,Siak Kecil,4.195.137.083.806.310,6.923.281.250.548.900,4.788.319.372.367.890,,,LUBUK GAUNG SIAK KECIL,32.255362956303976,27.975031883496545,28.00898553632776,0.872781681221305,0.6555131044793201,0.7391565519953778
RIAU,BENGKALIS,SIAK KECIL,SADAR JAYA,2,0,0,,0,0,,SADAR JAYA SIAK KECIL,0,SADAR JAYA SIAK KECIL,Sadar Jaya,Sadar Jaya,Siak Kecil,35.242.013.324.964.900,6.666.185.331.660.390,4.947.843.240.586.330,,,SADAR JAYA SIAK KECIL,34.09999611348625,29.68313304423638,29.535618603446093,0.8632345899727941,0.7128527281637069,0.7939571965280477
RIAU,BENGKALIS,SIAK KECIL,MUARA DUA,2,0,0,,0,0,,MUARA DUA SIAK KECIL,0,MUARA DUA SIAK KECIL,Muara Dua,Muara Dua,Siak Kecil,37.871.108.639.624.800,6.634.246.097.072.470,4.712.995.215.385.190,,,MUARA DUA SIAK KECIL,34.3417863501484,30.284486556264262,30.03142518016112,0.8539696142433237,0.7084054352433787,0.7826550657058075
RIAU,BENGKALIS,SIAK KECIL,BANDAR JAYA,2,0,0,,0,0,,BANDAR JAYA SIAK KECIL,0,BANDAR JAYA SIAK KECIL,Bandar Jaya,Bandar Jaya,Siak Kecil,42.446.599.670.729.700,6.641.098.594.166.220,444.611.824.495.006,,,BANDAR JAYA SIAK KECIL,34.057388842281895,29.811270961520226,29.505399538590623,0.8504088611577182,0.705222900860811,0.7797995595637582
RIAU,BENGKALIS,SIAK KECIL,SUNGAI LINAU,2,0,0,,0,0,,SUNGAI LINAU SIAK KECIL,0,SUNGAI LINAU SIAK KECIL,Sungai Linau,Sungai Linau,Siak Kecil,3.671.120.915.999.420,6.822.620.549.907.770,4.632.319.474.568.210,,,SUNGAI LINAU SIAK KECIL,32.541475091534465,28.442773315816623,28.637262010429406,0.8788966187728834,0.6641093500209837,0.7542648868301338
RIAU,BENGKALIS,SIAK KECIL,TANJUNG DAMAI,2,0,0,,0,0,,TANJUNG DAMAI SIAK KECIL,0,TANJUNG DAMAI SIAK KECIL,Tanjung Damai,Tanjung Damai,Siak Kecil,3.880.228.273.073.830,68.149.543.283.162.200,4.829.045.504.331.580,,,TANJUNG DAMAI SIAK KECIL,33.31862403810922,29.23293190388123,29.32123671674608,0.8638623854891904,0.6818466797839629,0.7610457676804688
RIAU,BENGKALIS,SIAK KECIL,SUNGAI NIBUNG,2,0,0,,0,0,,SUNGAI NIBUNG SIAK KECIL,0,SUNGAI NIBUNG SIAK KECIL,Sungai Nibung,Sungai Nibung,Siak Kecil,41.097.436.130.408.000,6.864.910.033.254.910,4.951.384.310.288.860,,,SUNGAI NIBUNG SIAK KECIL,33.94410008564789,29.207253494069697,28.996927688731223,0.8524908234430443,0.6997643364418371,0.7763202251315307
RIAU,BENGKALIS,SIAK KECIL,KOTO RAJA,2,0,0,,0,0,,KOTO RAJA SIAK KECIL,0,KOTO RAJA SIAK KECIL,Koto Raja,Koto Raja,Siak Kecil,4.086.083.046.408.260,6.671.723.489.200.360,4.798.460.287.206.310,,,KOTO RAJA SIAK KECIL,38.94007025761128,28.557609166128607,28.37552693208434,0.8610315222482438,0.7288679645657267,0.7992197658079626
RIAU,BENGKALIS,SIAK KECIL,LIANG BANIR,2,0,0,,0,0,,LIANG BANIR SIAK KECIL,0,LIANG BANIR SIAK KECIL,Liang Banir,Liang Banir,Siak Kecil,3.837.027.067.296.640,6.703.790.377.168.090,4.383.511.655.470.900,,,LIANG BANIR SIAK KECIL,36.50317729666474,28.63922065899768,28.8572615564658,0.8666066120538327,0.7402303889892387,0.8109842012873025
RIAU,BENGKALIS,SIAK KECIL,TANJUNG DATUK,2,0,0,,0,0,,TANJUNG DATUK SIAK KECIL,0,TANJUNG DATUK SIAK KECIL,Tanjung Datuk,Tanjung Datuk,Siak Kecil,38.255.304.972.330.700,6.667.974.630.991.610,4.436.783.790.588.370,,,TANJUNG DATUK SIAK KECIL,35.85655487804881,28.615714851850395,28.855884146341506,0.8545054878048781,0.7249993173382822,0.7833878048780486
RIAU,BENGKALIS,BANDAR LAKSAMANA,PARIT I API API,2,0,0,,0,0,,PARIT I API API BANDAR LAKSAMANA,0,PARIT I API API BANDAR LAKSAMANA,,,,,,,,,,33.28881991096725,28.61688785280359,28.61737827715359,0.8561840425531914,0.6638484135017733,0.7515316035415642
RIAU,BENGKALIS,BANDAR LAKSAMANA,TEMIANG,2,0,0,,0,0,,TEMIANG BANDAR LAKSAMANA,0,TEMIANG BANDAR LAKSAMANA,Temiang,Temiang,Bandar Laksamana,4.009.694.915.888.790,677.287.126.176.636,45.566.186.326.208.600,,,TEMIANG BANDAR LAKSAMANA,31.609819186338548,27.632331662849865,27.64870678924728,0.8932940318389277,0.6587405376177673,0.7578928526193965
RIAU,BENGKALIS,BANDAR LAKSAMANA,API API,2,0,0,,0,0,,API API BANDAR LAKSAMANA,0,APIAPI BANDAR LAKSAMANA,Api-Api,Api-Api,Bandar Laksamana,4.100.145.576.422.230,6.722.671.192.662.530,4.526.025.018.374.330,,,APIAPI BANDAR LAKSAMANA,32.33330501607553,28.172952996235967,28.21581540633093,0.8802523917461311,0.6680239791410376,0.7505948087645251
RIAU,BENGKALIS,BANDAR LAKSAMANA,TENGGAYUN,2,0,0,,0,0,,TENGGAYUN BANDAR LAKSAMANA,0,TENGGAYUN BANDAR LAKSAMANA,Tenggayun,Tenggayun,Bandar Laksamana,4.199.780.813.106.990,6.685.882.197.820.750,4.638.675.542.084.310,,,TENGGAYUN BANDAR LAKSAMANA,33.82615248674581,29.258270163326667,29.120335052475948,0.8782961303462327,0.6540849059915725,0.7204876881206852
RIAU,BENGKALIS,BANDAR LAKSAMANA,SEPAHAT,2,0,0,,0,0,,SEPAHAT BANDAR LAKSAMANA,0,SEPAHAT BANDAR LAKSAMANA,Sepahat,Sepahat,Bandar Laksamana,3.983.697.402.471.550,6.691.831.797.575.570,4.976.446.889.037.420,,,SEPAHAT BANDAR LAKSAMANA,33.87341955197447,28.805134433229647,28.925444619606505,0.874293612946471,0.67567029643814,0.734256294168343
RIAU,BENGKALIS,BANDAR LAKSAMANA,BUKIT KERIKIL,2,0,0,,0,0,,BUKIT KERIKIL BANDAR LAKSAMANA,0,BUKITKERIKIL BANDAR LAKSAMANA,Bukitkerikil,Bukitkerikil,Bandar Laksamana,42.739.105.484.248.400,6.596.936.710.793.980,4.420.033.893.516.070,,,BUKITKERIKIL BANDAR LAKSAMANA,34.88126047441025,30.050272458123107,29.85128400154701,0.8311173907438445,0.6351362214213251,0.6855177372051051
RIAU,BENGKALIS,BANDAR LAKSAMANA,TANJUNG LEBAN,2,0,0,,0,0,,TANJUNG LEBAN BANDAR LAKSAMANA,0,TANJUNG LEBAN BANDAR LAKSAMANA,,,,,,,,,,33.28881991096725,28.61688785280359,28.61737827715359,0.8561840425531914,0.6638484135017733,0.7515316035415642
RIAU,BENGKALIS,RUPAT,TANJUNG KAPAL,2,0,0,,0,0,,TANJUNG KAPAL RUPAT,0,TANJUNG KAPAL RUPAT,Tanjung Kapal,Tanjung Kapal,Rupat,33.292.390.771.738.800,6.245.739.245.990.280,44.996.709.974.473.100,,,TANJUNG KAPAL RUPAT,33.00689351601472,27.89635780387174,27.985094059852187,0.9048636654756782,0.7368450640498625,0.7947850046700569
RIAU,BENGKALIS,RUPAT,BATU PANJANG,2,0,0,,0,0,,BATU PANJANG RUPAT,0,BATU PANJANG RUPAT,Batu Panjang,Batu Panjang,Rupat,31.905.353.401.928.400,62.504.123.032.577.600,4.500.200.105.682.620,,,BATU PANJANG RUPAT,31.064924957048884,27.772403110732068,27.952292132646143,0.911042092819898,0.7491327532751839,0.8119026427437899
RIAU,BENGKALIS,RUPAT,TERKUL,1,3,0,D,1,0,D,TERKUL RUPAT,1,TERKUL RUPAT,Terkul,Terkul,Rupat,31.953.758.859.926.900,621.730.776.944.775,4.449.809.358.581.750,,,TERKUL RUPAT,31.914191683499368,28.33618187141683,28.49429476910221,0.8806469259375114,0.7256044688394871,0.7857965158308136
RIAU,BENGKALIS,RUPAT,PERGAM,2,0,0,,0,0,,PERGAM RUPAT,0,PERGAM RUPAT,Pergam,Pergam,Rupat,3.126.095.438.873.840,6.220.062.739.567.380,45.256.992.691.875.500,,,PERGAM RUPAT,34.21791051696164,28.66811171752532,28.679153079360205,0.8767717210124051,0.6924334612649146,0.7572395514076125
RIAU,BENGKALIS,RUPAT,TELUK LECAH,2,0,0,,0,0,,TELUK LECAH RUPAT,0,TELUK LECAH RUPAT,Teluk Lecah,Teluk Lecah,Rupat,3.662.073.034.354.340,608.479.324.631.069,4.350.951.157.068.540,,,TELUK LECAH RUPAT,34.87502510040164,28.425403752384184,28.575828313253027,0.8612092652745549,0.719325689768061,0.7674355607115236
RIAU,BENGKALIS,RUPAT,SEI CINGAM,2,0,0,,0,0,,SUNGAI CINGAM RUPAT,0,SUNGAI CINGAM RUPAT,Sungai Cingam,Sungai Cingam,Rupat,35.909.314.445.645.800,580.656.137.090.804,39.355.065.806.950.200,,,SUNGAI CINGAM RUPAT,37.93150746787081,28.45579814906901,28.57408156767398,0.8639502345451497,0.6882368074688636,0.731737129334897
RIAU,BENGKALIS,RUPAT,PANGKALAN NYIRIH,2,0,0,,0,0,,PANGKALAN NYIRIH RUPAT,0,PANGKALAN NYIRIH RUPAT,Pangkalan Nyirih,Pangkalan Nyirih,Rupat,35.199.693.766.507.200,5.766.584.835.269.230,38.616.046.363.657.100,,,PANGKALAN NYIRIH RUPAT,38.84612104539203,28.8545561920644,28.75101558917929,0.8859080238422741,0.7327719095747861,0.8016354883081154
RIAU,BENGKALIS,RUPAT,HUTAN PANJANG,2,0,0,,0,0,,HUTAN PANJANG RUPAT,0,HUTAN PANJANG RUPAT,Hutan Panjang,Hutan Panjang,Rupat,3.998.300.613.035.630,5.860.509.209.460.520,414.025.159.743.895,,,HUTAN PANJANG RUPAT,33.111377635286146,28.489412339901577,28.57401923637425,0.8791238414456423,0.7414191033163101,0.817816564655591
